BK_SOURCE,BK_DEBIT_CREDIT,BK_SOURCE,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_ECONOMIC_UNIT,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_ENTRY,,
"Ledger C, 1790 - 1799: pg.13",Credit,Right,1773,Feby,15,By 2 Negroes bought at the Sale of Negroes upon the death of Mr Colvill to wit, Ned at £72 and Maria @ £49.10.0,,,,121,10,“,,,15 February 1773,,121,10,0,,,By 2 Negroes bought at the Sale of Negroes upon the death of Mr Colville to wit, Ned at £72 and Maria at £49.10.0
"Ledger C, 1790 - 1799: pg.13",Credit,Right,,,"""",By Cash for old Abner sold at vendue to Moses Simpson,,,,32,“,“,,,15 February 1773,,32,0,0,,,By Cash for old Abner sold at vendue to Moses Simpson,,
"Ledger C, 1790 - 1799: pg.13",Credit,Right,,,,Carrd over,,,£,1149,7,“,,,,,1149,7,0,,,Carried over,,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,To Amount brought over,Folo,,£,522,14,6,,,,,522,14,6,,,To Amount brought over,,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,1773,Augt,16,To pd Charles Turner his account,,,,4,9,9,,,16 August 1773,,4,9,9,,,To paid Charles Turner his account,,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,To pd Colo. Carlyle his account,,,,8,14,6,,,16 August 1773,,8,14,6,,,To paid Colonel Carlyle his account,,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,To Cash pd John Muir his Account,,,,9,14,3 ½,,,16 August 1773,,9,14,"3,5",,,To Cash paid John Muir his Account,,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,"To Cash paid the Estate of John Colvill out of the Sum of money recd on Jany 4th 1772, being £816.13.7 Stg which was wholy carried to the Credit of T. Colvill which upon the final Settlement of accounts between the Estates was found to exceed the balance due £74.19.5 ¾ Stg which at 20 p.Cent Exchange the Rate at which the Bills sold amounts to",,,,89,12,11,,,16 August 1773,,89,12,11,,,"To Cash paid the Estate of John Colville out of the Sum of money received on January 4th 1772, being £816.13.7 Sterling which was wholly carried to the Credit of Thomas Colville which upon the final Settlement of accounts between the Estates was found to exceed the balance due £74.19.5 ¾ Sterling which at 20 perCent Exchange the Rate at which the Bills sold amounts to",,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,1791,Jany,1,"To pd Mass [Miss] Andersons, Legacy of £80. Stg with Interest to this date reduced to VaCy at 33 1/3 the par of Exchange is",,,,234,13,4,,,1 January 1791,,234,13,4,,,"To paid Mass [Miss] Anderson's, Legacy of £80. Sterling with Interest to this date reduced to Virginia Currency at 33 1/3 the par of Exchange is",,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,"To paid the Executors of Robt Adam, the balance of his account",,,,7,3,7 ½,,,1 January 1791,,7,3,"7,5",,,"To paid the Executors of Robert Adam, the balance of his account",,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,"To pd the Clerk of Fairfax for recording 2 accts Courant of Said, Estate 30 lb Tobo each @ 15 d p.ct",,,,“,7,6,,,1 January 1791,,0,7,6,,,"To paid the Clerk of Fairfax for recording 2 accounts Courant of Said, Estate 30 pounds Tobacco each @ 15 pence percent",,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,To the same for recording 2 other accts courant of the same Estate @ 30 lbs each @ 1 ½ d,,,,“,6,3,,,1 January 1791,,0,6,3,,,To the same for recording 2 other accounts courant of the same Estate at 30 pounds each at 1 ½ pence,,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,To Commission upon the Receipt of £1578.7.3 ½ @ 5 p.Cent,,,,78,18,4 ½,,,1 January 1791,,78,18,"4,5",,,To Commission upon the Receipt of £1578.7.3 ½ at 5 perCent,,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,To Commission upon paying away £722.10.0 @ 2 ½ p.Cent,,,,18,“,9,,,1 January 1791,,18,0,9,,,To Commission upon paying away £722.10.0 at 2 ½ percent,,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,To balance due the Estate & carrd over,,,,703,4,5,,,1 January 1791,,703,4,5,,,To balance due the Estate & carried over,,
"Ledger C, 1790 - 1799: pg.14",Debit,Left,,,,[Total],,,£,1668,0,2 ½,,,,,1668,0,"2,5",,,[Total],,
"Ledger C, 1790 - 1799: pg.14",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.14",Credit,Right,,,,By Amount Brought over,Folo,,£,1149,7,“,,,,,1149,7,0,,,By Amount Brought over,,
"Ledger C, 1790 - 1799: pg.14",Credit,Right,1786,May,18,"By Cash of Benjamin Moody in part payment of the Land purchased by him, as the balance for that Land was settled by the Court of Fairfax",,,,95,13,“,,,1 January 1791,,95,13,0,,,"By Cash of Benjamin Moody in part payment of the Land purchased by him, as the balance for that Land was settled by the Court of Fairfax",,
"Ledger C, 1790 - 1799: pg.14",Credit,Right,,Novr,30,By Cash of Josiah Watson on same account,,,,45,15,3,,,30 November 1786,,45,15,3,,,By Cash of Josiah Watson on same account,,
"Ledger C, 1790 - 1799: pg.14",Credit,Right,1787,Mch,21,By Cash of ditto upon same account,,,,103,9,10,,,21 March 1787,,103,9,10,,,By Cash of Josiah Watson upon same account,,
"Ledger C, 1790 - 1799: pg.14",Credit,Right,,Apl,5,By do of do upon do,,,,13,4,9,,,5 April 1787,,13,4,9,,,By Cash of Josiah Watson upon same account,,
"Ledger C, 1790 - 1799: pg.14",Credit,Right,,,"""",By John Muir in part of Benjamin Sebastians bond,,,,9,14,3 ½,,,5 April 1787,,9,14,"3,5",,,By John Muir in part of Benjamin Sebastian's bond,,
"Ledger C, 1790 - 1799: pg.14",Credit,Right,,,"""",By Cash of Josiah Watson balance due by Moody,,,,173,3,3,,,5 April 1787,,173,3,3,,,By Cash of Josiah Watson balance due by Moody,,
"Ledger C, 1790 - 1799: pg.14",Credit,Right,,,"""",By do Balance of Sebastians Bond,,,,77,12,10,,,5 April 1787,,77,12,10,,,By Cash Balance of Sebastian's Bond,,
"Ledger C, 1790 - 1799: pg.14",Credit,Right,,,,[Total],,,£,1668,0,2 ½,,,,,1668,0,"2,5",,,[Total],,
"Ledger C, 1790 - 1799: pg.15",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.15",Debit,Left,1795,Augt,16,"To pd Mr Tilghman his fee for negociating, and receiving a debt due from Sydney George to pd Thomas Colvill",Folo,,£,9,“,“,,,16 August 1795,,9,0,0,,,"To paid Mr [William] Tilghman his fee for negotiating, and receiving a debt due from Sidney George to paid Thomas Colville",,
"Ledger C, 1790 - 1799: pg.15",Debit,Left,,,,To Commission upon the receipt of £251.8.9 ¾ @ 5 p.Cent,,,,12,11,5,,,16 August 1795,,12,11,5,,,To Commission upon the receipt of £251.8.9 ¾ at 5 perCent,,
"Ledger C, 1790 - 1799: pg.15",Debit,Left,,,,To ditto upon the payment of £9.0.0 @ 2 ½ p.Cent,,,,4,4,6,,,16 August 1795,,4,4,6,,,To Commission upon the payment of £9.0.0 at 2 ½ perCent,,
"Ledger C, 1790 - 1799: pg.15",Debit,Left,1796,July,18,"To cash pd into the Bank of Alexandria agreeably to a Decree of the High Court of Chancery of Virginia, being the balance due from me as Surviving Exor to this Estate as pr Settlement with the Court of Fairfax and which is in full",25,,,932,17,3 ¾,,,18 July 1796,,932,17,"3,75",,,"To cash paid into the Bank of Alexandria agreeably to a Decree of the High Court of Chancery of Virginia, being the balance due from me as Surviving Executor to this Estate as per Settlement with the Court of Fairfax and which is in full",,
"Ledger C, 1790 - 1799: pg.15",Debit,Left,,,,[Total],,,£,954,13,2 ¾,,,,,954,13,"2,75",,,[Total],,
"Ledger C, 1790 - 1799: pg.15",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.15",Credit,Right,,,,By Balance due the Estate according to the Accounts settled with Fairfax Court brot over,Folo,,£,703,4,5,,,,,703,4,5,,,By Balance due the Estate according to the Accounts settled with Fairfax Court brought over,,
"Ledger C, 1790 - 1799: pg.15",Credit,Right,1795,June,17,"By Cash received of George Chalmers of London formerly an attorney Employed by the Exors of Thomas Colvill to record of Sydney George of Maryland a debt due from him to the Estate of which he received in Maryland money £100 - which sum he alledges to have paid soon after the receipt to one of the Executors, but from the great length of time since the transaction the receipt has been mislaid, but the sum received by him he has agreed to pay upon Condition of having the same refunded when ever he can produce the Receipt, and directed a Bill to be drawn for the said £100- at par being £60 Stg which at an Exchange of 5 pC produced £105.12.0  Maryland money equal to",22,,,84,9,7 ¼,,,17 June 1795,,84,9,"7,25",,,"By Cash received of George Chalmers of London formerly an attorney Employed by the Executives of Thomas Colville to record of Sidney George of Maryland a debt due from him to the Estate of which he received in Maryland money £100 - which sum he alleges to have paid soon after the receipt to one of the Executors, but from the great length of time since the transaction the receipt has been mislaid, but the sum received by him he has agreed to pay upon Condition of having the same refunded when ever he can produce the Receipt, and directed a Bill to be drawn for the said £100- at par being £60 Sterling which at an Exchange of 5 pC produced £105.12.0 Maryland money equal to",,
"Ledger C, 1790 - 1799: pg.15",Credit,Right,,Septr,4,By Cash of the Execution of Sydney George for the Balance of the debt due the sd Estate £221..0 Maryland money equal to,22,,,166,19,2 ½,,,4 September 1795,,166,19,"2,5",,,By Cash of the Execution of Sidney George for the Balance of the debt due the said Estate £221..0  Maryland money equal to,,
"Ledger C, 1790 - 1799: pg.15",Credit,Right,,,,[Total],,,£,954,13,2 ¾,,,,,954,13,"2,75",,,[Total],,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,1772,Jany,4,To pd the Estate of Thomas Colvill decd the Balance due that Estate as will appear by the final settlement between the two Estates,Folo,Currency £,£,Sterling 741,19,5 ¾,,,4 January 1772,,741,19,"5,75",,,To paid the Estate of Thomas Colvill declared the Balance due that Estate as will appear by the final settlement between the two Estates Currency £,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,"To pd sundry exps on  an Act of the Maryland Assembly, to enable the Executors of Thomas Colvill to y the Maryland Tract of Land sold by the sd Thos Colvill by the directions of John Colvills Will for the payment of his debts viz -",,,,,,,,,4 January 1772,,,,,,,"To paid sundry expenses on  an Act of the Maryland Assembly, to enable the Executors of Thomas Colville to y the Maryland Tract of Land sold by the said Thomas Colville by the directions of John Colville's Will for the payment of his debts viz -",,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,To Edward Tilghman the Speaker £6.0.0,,,,,,,,,4 January 1772,,6,0,0,,,To Edward Tilghman the Speaker £6.0.0,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,“ Upton Scott Clerk of the upper house 3.0.0,,,,,,,,,4 January 1772,,3,0,0,,,To Upton Scott Clerk of the upper house 3.0.0,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,“ John Duckett clerk of the lower house 3.0.0,,,,,,,,,4 January 1772,,3,0,0,,,To John Duckett clerk of the lower house 3.0.0,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,12.0.0,,,,,,,,,4 January 1772,,12,0,0,,,12.0.0,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,Deduct 33 1/3 to reduce it to VaCy 3.[0].[0],,9.[0].[0],,,,,,,4 January 1772,,9,0,0,,,Deduct 33 1/3 to reduce it to Virginia Currency 3.[0].[0],,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,To pd George West his account for sundry services in Surveying the Maryland and other Tracts of Land belonging to John Colvills Estate,,31.10.6,,,,,,,4 January 1772,,31,10,6,,,To paid George West his account for sundry services in Surveying the Maryland and other Tracts of Land belonging to John Colville's Estate,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,[Total],,40.10.6,,,,,,,,,40,10,6,,,[Total],,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,deduct 20 p.Cent to reduce it to Sterling,,6.15.1,,,,,,,,,6,15,1,,,deduct 20 perCent to reduce it to Sterling,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,[Total],,,,33,15,5,,,,,33,15,5,,,[Total],,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,1789,Apl,27,"To Cash pd Colo. Hooe agent of Henry Astley Bennett to whom the residue of the money arising from the sale of the Maryland Tract of Land, is due after paying John Colvills Debts",,,,600,“,“,,,27 April 1789,,600,0,0,,,"To Cash paid Colonel Hooe agent of Henry Astley Bennett to whom the residue of the money arising from the sale of the Maryland Tract of Land, is due after paying John Colville's Debts",,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,July,10,To Cash paid the same,,,,100,“,“,,,10 July 1789,,100,0,0,,,To Cash paid the same,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,1792,Octr,8,To pd Mary Fosters Legacy,,75.7.6,,,,,,,8 October 1792,,75,7,6,,,To paid Mary Foster's Legacy,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,To Interest thereupon to May 25th 1793,,2.6.0,,,,,,,8 October 1792,,2,6,0,,,To Interest thereupon to May 25th 1793,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,[Total],,77.13.6,,,,,,,,,77,13,6,,,[Total],,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,reduced to Sterling @ 33 1/3,,19.8.0,,,,,,,,,19,8,0,,,reduced to Sterling at 33 1/3,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,[Total],,,,58,4,1 ½,,,,,58,4,"1,5",,,[Total],,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,1793,May,2,To Cash pd Colo. Hooe for Mr Bennett the Balance of the judgment obtained against Stuwart and others upon their Bond for the balance due from Semple on account of the Maryland Tract of Land.,,,,1697,“,1 ½,,,25 May 1793,,1697,0,"1,5",,,To Cash paid Colonel Hooe for Mr Bennett the Balance of the judgment obtained against Stuwart and others upon their Bond for the balance due from Semple on account of the Maryland Tract of Land.,,
"Ledger C, 1790 - 1799: pg.16",Debit,Left,,,,Carrd over,,,£,3230,19,1 ¾,,,,,3230,19,"1,75",,,carried over,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,1772,Jany,4,By Cash received of John Semple to take up his protested Bills in the Lands of Jno. Dalton,Folo,Currency,£,Sterling 65,19,8,,,4 January 1772,,65,19,8,,,By cash received of John Semple to take up his protested Bills in the Lands of John Dalton,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,,,"By Cash of the same to discharge the balance of his protested Bill upon James Lawson, a part of it having been paid out of Thomas Colvills Estate",,,,117,6,9,,,4 January 1772,,117,6,9,,,"By Cash of the same to discharge the balance of his protested Bill upon James Lawson, a part of it having been paid out of Thomas Colville's Estate",,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,,,"By Sundry Bills of Exchange pd on account of Semple to discharge the other protesters Bills of Exchange pd by him to Thomas Colvill, in part of the purchase of the Maryland Tract, and as a further payment for the same",,,,816,13,7,,,4 January 1772,,816,13,7,,,"By Sundry Bills of Exchange paid on account of Semple to discharge the other protesters Bills of Exchange paid by him to Thomas Colville, in part of the purchase of the Maryland Tract, and as a further payment for the same",,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,1789,April,27,By cash of Stewart &C. Semples securities for the payment of the Balance of the Maryland Tract,,,,600,“,“,,,27 April 1789,,600,0,0,,,By cash of Stuwart & Company Semple's securities for the payment of the Balance of the Maryland Tract,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,July,10,By Cash of the same,,,,100,“,“,,,10 July 1789,,100,0,0,,,By Cash of the same,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,1790,Decr,10,By Cash of the same,,,,176,“,“,,,10 December 1790,,176,0,0,,,By Cash of the same,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,,,By Interest thereupon to May 25th 1793 being 2 years 5 months and 15 Days,,,,21,12,7 ½,,,10 December 1790,,21,12,"7,5",,,By Interest thereupon to May 25th 1793 being 2 years 5 months and 15 Days,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,Decr,15,By Cash of the same,,,,424,“,“,,,15 December 1790,,424,0,0,,,By Cash of the same,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,,,By Interest thereupon to May 25th 1793 being 2 Years 5 Months and 10 days,,,,51,16,5 1/4,,,15 December 1790,,51,16,"5,25",,,By Interest thereupon to May 25th 1793 being 2 Years 5 Months and 10 days,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,1793,May,25,By Cash of the same being the Balance of the Judgment against them upon their Bond,,,,1697,“,1 ½,,,25 May 1793,,1697,0,"1,5",,,By Cash of the same being the Balance of the Judgment against them upon their Bond,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,,,By Cash of the same being the amount of the Judgment against them upon their Courant,,721.18.2,,,,,,,25 May 1793,,721,18,2,,,By Cash of the same being the amount of the Judgment against them upon their Courant,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,,,deduct 33 1/3 to reduce it to Sterling,,180.9.6½,,,,,,,25 May 1793,,180,9,"6,5",,,deduct 33 1/3 to reduce it to Sterling,,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,,,[Total],,,,541,8,7 ½,,,,,541,8,"7,5",,,[Total],,
"Ledger C, 1790 - 1799: pg.16",Credit,Right,,,,Carrd over,,,£,4611,17,9 ¾,,,,,4611,17,"9,75",,,Carried over,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,To Amount brought over,Folo,Currency,£,Sterling 3230,19,1 ¾,,,,,3230,19,"1,75",,,To Amount brought over,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,1793,May,25,To Cash pd Colo. Hooe for the same the amt of the Judgment obtained against the same upon their Courant,,721.18.2,,,,,,,25 May 1793,,721,18,2,,,To Cash paid Colonel Hooe for the same the amount of the Judgment obtained against the same upon their Courant,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,deduct 33 1/3 to reduce it to Sterling,,108.9.6½,,,,,,,25 May 1793,,108,9,"6,5",,,deduct 33 1/3 to reduce it to Sterling,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,[Total],,,,541,8,7 ½,,,,,541,8,"7,5",,,[Total],,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,"To pd clerks and Sheriffs fees upon those two actions in the District Court of Dumfries to wit / in Cash 510 lb of Tobacco, at 1 1/2 pr  280 lb of Tobo @ 1 ½ d p lb and  cts",,6.14.3½,,,,,,,25 May 1793,,6,14,"3,5",,,"To paid clerks and Sheriff's fees upon those two actions in the District Court of Dumfries to wit  shillings in Cash 510 pounds of Tobacco, at 1½ per  280 pounds of Tobacco at 1½ pence per pound and  cents",,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,To pd the Clerk of Fairfax for recording three accounts courant of pd Estate,,[0].11.0,,,,,,,25 May 1793,,0,11,0,,,To paid the Clerk of Fairfax for recording three accounts courant of paid Estate,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,To cash pd Charles Simms Esqr for his extraordinary trouble and services in prosecuting two Actions against Semples Securities,,28.0.0,,,,,,,25 May 1793,,28,0,0,,,To cash paid Charles Simms Esquire for his extraordinary trouble and services in prosecuting two Actions against Semples Securities,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,To cash pd Charles Lee Esq. for the same services,,28.0.0,,,,,,,25 May 1793,,28,0,0,,,To cash paid Charles Lee Esquire for the same services,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,To cash pd Charles Simms Esq. for his trouble in defending a suit brought by the Administrators of Mary Foster to recover her Legacy,,3.0.0,,,,,,,25 May 1793,,3,0,0,,,To cash paid Charles Simms Esquire for his trouble in defending a suit brought by the Administrators of Mary Foster to recover her Legacy,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,[Total],,66.5.3½,,,,,,,,,66,5,"3,5",,,[Total],,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,deduct 33 1/3 to reduce it to Sterling,,16.11.3¾,,,,,,,25 May 1793,,16,11,"3,75",,,deduct 33 1/3 to reduce it to Sterling,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,[Total],,,,49,13,11 ¾,,,,,49,13,"11,75",,,[Total],,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,To Commission upon the receipt of £4611.17.9 ¾  at 5 prCent,,,,230,11,8 ½,,,25 May 1793,,230,11,"8,5",,,To Commission upon the receipt of £4611.17.9 ¾ at 5 perCent,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,To Commission upon the payment of £4611.17.9 ¾ @ 2 ½  prCent,,,,115,5,10 ¼,,,25 May 1793,,115,5,"10,25",,,To Commission upon the payment of£4611.17.9 ¾ at 2 ½ perCent,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,To Balance paid Colo. Hooe the Agent,,,,443,18,8,,,25 May 1793,,443,18,8,,,To Balance paid Colonel Hooe the Agent,,
"Ledger C, 1790 - 1799: pg.17",Debit,Left,,,,[Total],,,£,4611,17,9 ¾,,,,,4611,17,"9,75",,,[Total],,
"Ledger C, 1790 - 1799: pg.17",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.17",Credit,Right,1793,May,25,By Amount Brought over,Folo,Currency,£,Sterling 4611,17,9 ¾,,,25 May 1793,,4611,17,"9,75",,,By Amount Brought over,,
"Ledger C, 1790 - 1799: pg.17",Credit,Right,,,,[Total],,,£,4611,17,9 ¾,,,,,4611,17,"9,75",,,[Total],,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,1795,Augt,,To Amount of sales of 25 Hhds Tobacco Shiped you pr the Alexandria - Henry Bay Master as pr acct of Sales rendered Viz. -,Folo,,,Sterling,,,,,August 1795,,,,,,,To Amount of sales of 25 Hogsheads Tobacco Shipped you per the Alexandria - Henry Bay Master as per account of Sales rendered Viz. -,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,14 Hhds nett Weight 12407 lbs @ 4,,,£,206,15,8,,,August 1795,,206,15,8,,,14 Hogsheads nett Weight 12407 pounds at 4,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,11 Ditto do 10473 @ 3 ¾,,,,163,12,9,,,August 1795,,163,12,9,,,11 Hogsheads nett Weight 10473 pounds at 3 ¾,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,Deduct Charges -viz -,,,,370,8,5,,,August 1795,,370,8,5,,,Deduct Charges -viz -,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,Freight 55/. Primage 2 ½  prCent Mack 1/.,,£70.10.4,,,,,,,August 1795,,70,10,4,,,Freight 55 shillings. Primage 2 ½ perCent Mack 1 shillings.,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,Charges and Insurance from fire @ 8/6,,10.12.6,,,,,,,August 1795,,10,12,6,,,Charges and Insurance from fire at 8 shillings 6 pence,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,Commission,,26.5.0,,,,,,,August 1795,,26,5,0,,,Commission,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,[Total],,,,107,7,10,,,,,107,7,10,,,[Total],,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,Nett proceeds,,,£,263,“,7,,,August 1795,,263,0,7,,,Nett proceeds,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,1796,Feby,22,To discount on Goods pr the Peggy £125 @ 4 p.Ct for prompt pay,,,,5,“,“,,,22 February 1796,,5,0,0,,,To discount on Goods per the Peggy £125 at 4 perCent for prompt pay,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,To an Error in entering this acct as the same is Settled and closed,,,,3,14,8,,,22 February 1796,,3,14,8,,,To an Error in entering this account as the same is Settled and closed,,
"Ledger C, 1790 - 1799: pg.18",Debit,Left,,,,carrd over,,,£,271,15,3,,,,,271,15,3,,,carried over,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,1795,Augt,19th,By Sundries Shiped on my acct on board the Peggy Henry Lunt Master viz -,Folo,,,Sterling,,,,,19 August 1795,,,,,,,By Sundries Shiped on my acct on board the Peggy Henry Lunt Master viz -,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,5 ps Scotch Oznabgs 716 Yds @ 7 3/4 d,,£23.2.5,,,,,,,19 August 1795,,23,2,5,,,5 pieces Scotch Oznabrigs 716 Yards at 7 ¾ pence,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,5 ps. S. do 620 do 9d,,23.5.0,,,,,,,19 August 1795,,23,5,0,,,5 pieces Scotch Oznabrigs 620 Yards at  9 pence,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,1 Inside wrapper 29 do 6,,[0].14.6,,,,,,,19 August 1795,,0,14,6,,,1 Inside wrapper 29 Yards 6,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,1 Outside do cord,,[0].6.6,,,,,,,19 August 1795,,0,6,6,,,1 Outside do cord,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,[Total],,,£,47,8,5,,,,,47,8,5,,,[Total],,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,10 ps Strip'd Banketg 15 Blankts each @ 69/,,£34.10.0,,,,,,,19 August 1795,,34,10,0,,,10 pieces Striped Blanketing 15 Blankts each at 69 shillings,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,10 ps. ditto do do 96/,,48.0.0,,,,,,,19 August 1795,,48,0,0,,,10 pieces Striped Blanketing 15 Blankts each at 96 shillings,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,6 3/4 Single lid Diaper Coverlids @ 5/9,,1.14.6,,,,,,,19 August 1795,,1,14,6,,,6 3/4 Single lid Diaper Coverlids at 5 shillings 9 pence,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,Wrapper and Rope,,[0].16.9,,,,,,,19 August 1795,,0,16,9,,,Wrapper and Rope,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,Carriage pd to Manchester,,1.6.9,,,,,,,19 August 1795,,1,6,9,,,Carriage paid to Manchester,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,Charges. -,,,,86,8,“,,,19 August 1795,,86,8,0,,,Charges. -,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,Carriage from manufactory,,£[0].3.8,,,,,,,19 August 1795,,0,3,8,,,Carriage from manufactory,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,Entry and Shipping charges,,1.11.3,,,,,,,19 August 1795,,1,11,3,,,Entry and Shipping charges,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,Commission on £127.0.11 @ 2 ½  p.Cent,,3.3.6,,,,,,,19 August 1795,,3,3,6,,,Commission on £127.0.11 at 2 ½  perCent,,
"Ledger C, 1790 - 1799: pg.18",Credit,Right,,,,Insurance on £136- @ 3 Gs pCt Comn ½ p.Ct Policy 6/,,5.5.3,,,,,,,19 August 1795,,5,5,3,,,Insurance on £136- at 3 Guineas perCent Commission ½ perCent Policy 6 shillings,,
