BK_SOURCE,BK_DEBIT_CREDIT,BK_SOURCE,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_ECONOMIC_UNIT,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_ENTRY,,
"Ledger B, 1772 - 1793: pg.139",Credit,Right,1778,March,24,By Do to Do for one of John Dyer's Lotts 3 Year's Rent,,,,15,,,,,24 March 1778,,15,,,,,By Cash to Mr Lund Washington for one of John Dyer's Lots 3 Years Rent,,
"Ledger B, 1772 - 1793: pg.139",Credit,Right,1785,,,By Do to Lewis Lamart,,,,4,0,6,,,1785,,4,0,6,,,By Cash to Lewis Lamart,,
"Ledger B, 1772 - 1793: pg.139",Credit,Right,,,,By Do in Paymt of Taxes,,,,8,19,6,,,1785,,8,19,6,,,By Cash in Payment of Taxes,,
"Ledger B, 1772 - 1793: pg.139",Credit,Right,,,,By Do to Do,,,,2,,,,,1785,,2,,,,,By Cash to Lewis Lemart,,
"Ledger B, 1772 - 1793: pg.139",Credit,Right,,,,Settled by my Collector,,,,,,,,,,,,,,,,Settled by my Collector,,
"Ledger B, 1772 - 1793: pg.139",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.139",Credit,Right,1778,March,24,By Cash pd Mr Ld Washt. for Dyer's Arrears,,,£,8,,,,,24 March 1778,,8,,,,,By Cash paid Mr Lund Washington for Dyer's Arrears,,
"Ledger B, 1772 - 1793: pg.139",Credit,Right,,,,By Do Pd Do for transferring Lease to me,,,,4,,,,,24 March 1778,,4,,,,,By Cash Paid Mr Lund Washington for transferring Lease to me,,
"Ledger B, 1772 - 1793: pg.139",Credit,Right,,,,By Do Pd for Rents 1775. 1776. & 1777.,,,,12,,,,,24 March 1778,,12,,,,,"By Cash Paid for Rents 1775, 1776, & 1777",,
"Ledger B, 1772 - 1793: pg.139",Credit,Right,,,,Settled by my Collector,,,,,,,,,,,,,,,,Settled by my Collector,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,,,,,,,,,,,"Washington, Lund",,,,,,,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,1772,Octr,,To Adam Lynn for Waggonage,,,£,,2,6,,,October 1772,"Washington, Lund",,2,6,,,To Adam Lynn for Waggonage,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,Novr,16,To Hall & Gilpin for Do,,,,7,17,6,,,16 November 1772,"Washington, Lund",7,17,6,,,To Hall & Gilpin for Waggonage,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,1773,Apl,22,To William Brummit Senr in part of his Smith Acct,,,,,12,6,,,22 April 1773,"Washington, Lund",,12,6,,,To William Brummit Senior in part of his Smith Account,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,May,12,To Capt. John Cox of the Briga. Nancy for a Barel of Superfine Flour Nett 335 @ 16/. Cask,,,,1,19,3,,,12 May 1773,"Washington, Lund",1,19,3,,,To Captain John Cox of the Brigantine Nancy for a Barrel of Superfine Flour Net 335 at 16/ Cask,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,18,To Francis Whiting for Waggonage,,,,13,11,,,,18 May 1773,"Washington, Lund",13,11,,,,To Francis Whiting for Waggonage,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To William Brummit for Do,,,,,5,,,,18 May 1773,"Washington, Lund",,5,,,,To William Brummit for Waggonage,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To David Gordon for Do,,,,1,5,,,,18 May 1773,"Washington, Lund",1,5,,,,To David Gordon for Waggonage,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To John Word for Do of Two Hhds Tobo,,,,,6,,,,18 May 1773,"Washington, Lund",,6,,,,To John Word for Waggonage of Two Hogsheads Tobacco,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Do for 2000 Herrings,,,,,6,,,,18 May 1773,"Washington, Lund",,6,,,,"To John Word for 2,000 Herrings",,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,Novr,,To Joel Cooper for Waggonage,,,,,8,,,,November 1773,"Washington, Lund",,8,,,,To Joel Cooper for Waggonage,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Dominicus Horminoc for 2 Bushls Corn H. H.,,,,,5,,,,November 1773,"Washington, Lund",,5,,,,To Dominicus Horminoc for 2 Bushels Corn H.H.,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Francis Whiting for Waggonage,,,,2,2,,,,November 1773,"Washington, Lund",2,2,,,,To Francis Whiting for Waggonage,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,8,To Parmer for Ferriages,,,,13,9,,,,8 November 1773,"Washington, Lund",13,9,,,,To Parmer for Ferriages,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To a Sailor for Indian Meal,,,,,,7 1/2,,,8 November 1773,"Washington, Lund",,,"7,5",,,To a Sailor for Indian Meal,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,1774,May,,To Boat Hire 11/2 Days @ 5/.,,,,,7,6,,,May 1774,"Washington, Lund",,7,6,,,To Boat Hire 1 1/2 Days at 5 shillings,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,June,,To Mr James Filghman 31/2 Bushls Potatoes,,,,,7,,,,June 1774,"Washington, Lund",,7,,,,To Mr James Filghman 3 1/2 Bushels Potatoes,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To  Do for Boat hire,,,,,5,,,,June 1774,"Washington, Lund",,5,,,,To Mr James Tilghman for Boat hire,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To William Courts for 100 wt of Flour pr Mill/ Octr 1772/,,,,,16,8,,,June 1774,"Washington, Lund",,16,8,,,To William Courts for 100 weight of Flour per Mill/ October 1772,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To William Bayllie for Scow Hire 1771,,,,4,2,6,,,June 1774,"Washington, Lund",4,2,6,,,To William Bayllie for Scow Hire 1771,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Mr John Stith 3 Barrls Supfine Flour as pr Mill Acct Apl 73. Nett 702 @16/.,,,,5,12,3 3/4,,,June 1774,"Washington, Lund",5,12,"3,75",,,To Mr John Stith 3 Barrels Superfine Flour as per Mill Account April [17]73 Net 702 at 16 shillings,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,3 Barrls @  1/8,,,,,5,,,,June 1774,"Washington, Lund",,5,,,,3 Barrels at 1 shilling 8 pence,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Lawrence Washington 1 Barrl Sup. fine Flour as pr Mill Acct 1773 Nt 226 @ 16/. Barrl 1/8,,,,1,17,10,,,June 1774,"Washington, Lund",1,17,10,,,To Lawrence Washington 1 Barrel Superfine Flour as per Mill Account 1773 Net 226 at 16 shillings Barrel 1 shilling 8 pence,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Flour 45 lbs. Augt 20th 1773 for Barbacow,,,,,7,6,,,June 1774,"Washington, Lund",,7,6,,,To Flour 45 pounds August 20th 1773 for Barbecue,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,1775,,,To Jonathan Parmer for Ferriages Collected,,,,,12,,,,1775,"Washington, Lund",,12,,,,To Jonathan Parmer for Ferriages Collected,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,Feby,,To Jesse Brummit for Ferriages,,,,63,5,6,,,February 1775,"Washington, Lund",63,5,6,,,To Jesse Brummit for Ferriages,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,28,To Ferriages Since Brummit left the Place,,,,3,5,5 1/2,,,28 February 1775,"Washington, Lund",3,5,"5,5",,,To Ferriages Since Brummit left the Place,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,May,,To Do from Johnston's Ferry,,,,5,8,,,,May 1775,"Washington, Lund",5,8,0,,,To Ferriages from Johnston's Ferry,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Cash of Mrs Washington,,,,8,,,,,May 1775,"Washington, Lund",8,,,,,To Cash of Mrs Washington,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Do of Do £12. Do £3. Do 30/ Do £6—12—0,,,,23,2,,,,May 1775,"Washington, Lund",23,2,,,,To Cash of Mrs Washington £12 To Cash of Mrs Washington  £3 To Cash of Mrs Washington  30 shillings To Cash of Mrs Washington  £6.13.0,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Do £51 for your over paymt of Hempseed @ 7/3,,,,51,7,3,,,May 1775,"Washington, Lund",51,7,3,,,To Cash £51 for your over payment of Hemp seed at 7 shillings 3 pence,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,June,,To Do of Mrs Washington,,,,15,,,,,June 1775,"Washington, Lund",15,,,,,To Cash of Mrs Washington,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Do of Do Sent up by Colo. Lewis in part,,,,20,,,,,June 1775,"Washington, Lund",20,,,,,To Cash of Mrs Washington Sent up by Colonel Lewis in part,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To George Mason Junr £1.11.2 Pensy Curry,,,,1,5,9,,,June 1775,"Washington, Lund",1,5,9,,,To George Mason Junior £1.11.2 Pennsylvania Currency,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,July,,To Cash of Mrs Washington,,,,30,,,,,July 1775,"Washington, Lund",30,,,,,To Cash of Mrs Washington,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Do Do 42/. 25th £25.18.9,,,,28,,9,,,July 1775,"Washington, Lund",28,,9,,,To Cash of Mrs Washington 42 shillings  25th £25.18.9,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,Augt,2,To Do of Do,,,,36,,,,,2 August 1775,"Washington, Lund",36,,,,,To Cash of Mrs Washington,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,To Mr John Alliston for Flour as p. Mill Acct,,,,89,2,8 1/4,,,2 August 1775,"Washington, Lund",89,2,"8,25",,,To Mr John Alliston for Flour as per Mill Account,,
"Ledger B, 1772 - 1793: pg.140",Debit,Left,,,,Carried forward,,,£,429,0,1,,,,"Washington, Lund",429,0,1,,,Carried forward,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,,,,,,,,,,,"Washington, Lund",,,,,,,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,1772,Octr,31,By Grafton Kirk for Wheat Delivered in the Mill,,,£,,3,,,,31 October 1772,"Washington, Lund",,3,,,,By Grafton Kirk for Wheat Delivered in the Mill,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Joshua Kay 68/. John Keene 12/.,,,,4,,,,,31 October 1772,"Washington, Lund",4,,,,,By Joshua Kay 68/ John Keene 12/,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,Novr,,By James Boyd 54/. Two Men for Workg on Ml race 9/.,,,,3,3,,,,November 1772,"Washington, Lund",3,3,,,,By James Boyd 54 shillings Two Men for Working on Mill race 9 shillings,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,2,By Joseph Kooper for 24 Bushls of Wheat (Mill),,,,6,,,,,2 November 1772,"Washington, Lund",6,,,,,By Joseph Kooper for 24 Bushels of Wheat (Mill),,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Ned Wathing for Morgan Moner 3 Bushls Wheat (Do),,,,,15,,,,2 November 1772,"Washington, Lund",,15,,,,By Ned Wathing for Morgan Moner 3 Bushels Wheat (Mill),,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,18,By Joseph Speak for Freight of 1000 Bushls Wheat (Mill),,,,4,3,4,,,18 November 1772,"Washington, Lund",4,3,4,,,"By Joseph Speak for Freight of 1,000 Bushels Wheat (Mill)",,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,19,By Capt. S. Darrell for 30 Bushls Wheat (Mill),,,,7,10,,,,19 November 1772,"Washington, Lund",7,10,,,,By Captain S. Darrell for 30 Bushels Wheat (Mill),,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,Decr,,By Bennett Brown for a Box of Tallow Candles,,,,2,14,,,,December 1772,"Washington, Lund",2,14,,,,By Bennett Brown for a Box of Tallow Candles,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,1773,Feby,2,By Cyrus Copper for Spermacita Candles,,,,1,15,,,,2 February 1773,"Washington, Lund",1,15,0,,,By Cyrus Copper for Spermacita [spermaceti] Candles,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Freight of a Barrl Aples from Portsmouth,,,,,1,6,,,2 February 1773,"Washington, Lund",,1,6,,,By Freight of a Barre Apples from Portsmouth,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,15,By Peter Perry for fitting up one of the Stables in Alexa.,,,,,6,,,,15 February 1773,"Washington, Lund",0,6,0,,,By Peter Perry for fitting up one of the Stables in Alexandria,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,27,By William Dawdney Silvr Smith for makg Punch Ladle,,,,,10,,,,27 February 1773,"Washington, Lund",,10,,,,By William Dowdney Silver Smith for making Punch Ladle,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Joshua Kay 12/. March 2d 15 Bushls Oysters 15/.,,,,1,7,,,,27 February 1773,"Washington, Lund",1,7,,,,By Joshua Kay 12/ March 2nd 15 Bushels Oysters 15/,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,Apl,22,By Andw Robinson for netg of Dipping Netts Rigging of the Shed Seine & mending a Sceine,,,,,12,,,,22 April 1773,"Washington, Lund",,12,,,,By Andrew Robinson for netting of Dipping Nets Rigging of the Shed Seine & mending a Seine,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,May,,"By a Stone Mason for 4 Days mending Well, Spring House, dry Well, & Chimney's",,,,,16,,,,May 1773,"Washington, Lund",,16,,,,"By a Stone Mason for 4 Days mending Well, Spring House, dry Well, & Chimneys",,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,31,By William Loney for Freight of 5000 Shingles from Sffolk,,,,1,5,,,,31 May 1773,"Washington, Lund",1,5,,,,By William Loney for Freight of 5000 Shingles from Suffolk,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By a CopperSmith for mending 2 Skillets,,,,,3,,,,31 May 1773,"Washington, Lund",,3,,,,By a Copper smith for mending 2 Skillets,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,July,,By William Brummit for Cutting Wheat & Hay,,,,2,7,6,,,July 1773,"Washington, Lund",2,7,6,,,By William Brummit for Cutting Wheat & Hay,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Jesse Brummit for Do,,,,3,5,,,,July 1773,"Washington, Lund",3,5,,,,By Jesse Brummit for Cutting Wheat & Hay,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,Septr,7,By Capt. Campbell of the Ship Peggy for 30 Cwt Junk,,,,,6,,,,7 September 1773,"Washington, Lund",,6,,,,By Captain Campbell of the Ship Peggy for 30 hundredweight Junk,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,11,By Mrs Washington to Buy Oranges,,,,,2,6,,,11 September 1773,"Washington, Lund",,2,6,,,By Mrs Washington to Buy Oranges,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Joshua Kay 48/. Wm Wms for Cutting 3 Colts at M. hole 7/6,,,,2,15,6,,,11 September 1773,"Washington, Lund",2,15,6,,,By Joshua Kay 48/ William Williams for Cutting 3 Colts at Muddy hole 7/6,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Tom Williams for Cutting Grass in 1772,,,,,9,,,,11 September 1773,"Washington, Lund",,9,,,,By Tom Williams for Cutting Grass in 1772,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,"By Labourers for Sceine hawling, Fielder Crawford",,,,,15,,,,11 September 1773,"Washington, Lund",,15,,,,"By Laborers for Seine hauling, Fielder Crawford",,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,John Johnston 20/. John Parmer 3/6,,,,1,2,6,,,11 September 1773,"Washington, Lund",1,2,6,,,John Johnston 20 shillings John Parmer 3 shillings 6 pence,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,Ralph Roby 27/6 Jenny Gilmore 14/.,,,,2,1,6,,,11 September 1773,"Washington, Lund",2,1,6,,,Ralph Roby 27 shillings 6 Jenny Gilmore 14 shillings,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,John Pelch 12/. Cornelius Parmer 18/71/2,,,,1,10,7 1/2,,,11 September 1773,"Washington, Lund",1,10,"7,5",,,John Pelch 12/ Cornelius Parmer 18 shillings 7 1/2 pence,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,Mrs Violet for Negro Fellow,,,,,10,,,,11 September 1773,"Washington, Lund",,10,,,,Mrs Violet for Negro Fellow,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,Eliab Osburn 13/. John Hagon 21/.,,,,1,14,,,,11 September 1773,"Washington, Lund",1,14,,,,Eliab Osburn 13 shillings John Hagon 21 shillings,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Sundry Negroes for Hawling Sceine,,,,1,3,3,,,11 September 1773,"Washington, Lund",1,3,3,,,By Sundry Negroes for Hauling Seine,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Cooper Jack for making  19 Fish Barrls,,,,1,8,6,,,11 September 1773,"Washington, Lund",1,8,6,,,By Cooper Jack for making 19 Fish Barrels,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Cooper James for Do 6 Flour Barrls,,,,,5,,,,11 September 1773,"Washington, Lund",0,5,0,,,By Cooper James for making 6 Flour Barrels,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Joseph Kay £1.14.[0] Wm Roberts for Canvas for the Mill 5/.,,,,1,19,,,,11 September 1773,"Washington, Lund",1,19,0,,,By Joseph Kay £1.14.[0] William Roberts for Canvas for the Mill 5 shillings,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Joel Cooper Smith Work 5/9 2 Tin Candlesticks for Mill 3/.,,,,,8,9,,,11 September 1773,"Washington, Lund",,8,9,,,By Joel Cooper Smith Work 5 shillings 9 pence 2 Tin Candlesticks for Mill 3 shillings,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,Decr,2,By John Hawkins 17 1/4 Bushls Wheat Mill,,,,4,5,,,,2 December 1773,"Washington, Lund",4,5,0,,,By John Hawkins 17 1/4 Bushels Wheat Mill,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Thos Kirk Patrick for the use of his Boat 3 Days,,,,,7,6,,,2 December 1773,"Washington, Lund",,7,6,,,By Thomas Kirkpatrick for the use of his Boat 3 Days,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,11,By Jas Harris for 71/4 Bushls Wheat (Mill),,,,1,16,,,,11 December 1773,"Washington, Lund",1,16,,,,By James Harris for 7 1/4 Bushels Wheat (Mill),,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,By Jas Boyd as p. Acct Settled,,,,3,10,5,,,11 December 1773,"Washington, Lund",3,10,5,,,By James Boyd as per Account Settled,,
"Ledger B, 1772 - 1793: pg.140",Credit,Right,,,,Carried forward,,,£,67,6,4 1/2,,,,"Washington, Lund",67,6,"4,5",,,Carried forward,,
"Ledger B, 1772 - 1793: pg.141",Debit,Left,,,,,,,,,,,,,,"Washington, Lund",,,,,,,,
"Ledger B, 1772 - 1793: pg.141",Debit,Left,1775,Augt,,To Amount Brot Forward,140,,£,429,0,1,,,August 1775,"Washington, Lund",429,0,1,,,To Amount Brought Forward,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,,,,,,,,,,,"Washington, Lund",,,,,,,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,1774,,,Amot Brot Forwd,,,£,67,6,4 1/2,,,1774,"Washington, Lund",67,6,"4,5",,,Amount Brought Forward,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Ballance of Mr Bennet Brown's Acct wt. G.W.,,,,,17,10,,,1774,"Washington, Lund",,17,10,,,By Balance of Mr Bennet Brown's Account with George Washington,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Bryan Aliston for 2000 Hoop poles,,,,,10,,,,1774,"Washington, Lund",,10,,,,By Bryan Aliston for 2000 Hoop poles,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,Feby,18,By Do Do 1850 Do on Acct of Culverhouse,,,,,8,9,,,18 February 1774,"Washington, Lund",,8,9,,,"By Bryan Aliston 1,850 Hoop poles on Account of Culverhouse",,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,May,,By Laurence McGinnis mending Sceines 4 1/2 Days 2/6,,,,,11,3,,,May 1774,"Washington, Lund",,11,3,,,By Lawrence McGinnis mending Seines 4 1/2 Days 2 shillings 6 pence,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Ann Robinson for Nitting 9 Dipping Netts 7 1/2,,,,,5,7 1/2,,,May 1774,"Washington, Lund",,5,"7,5",,,By Ann Robinson for Netting 9 Dipping Nets 7 1/2,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Mrs Bishop for 3 Dipping Netts,,,,,3,,,,May 1774,"Washington, Lund",,3,,,,By Mrs Bishop for 3 Dipping Nets,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Mr Calvert's farmer for Bringing over a Butt,,,,,6,,,,May 1774,"Washington, Lund",,6,,,,By Mr Calvert's farmer for Bringing over a Butt,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Andrew Robinson & Wife 51/2 Days Mendg & Riggg Sceins,,,,,13,9,,,May 1774,"Washington, Lund",,13,9,,,By Andrew Robinson & Wife 5 1/2 Days Mending & Rigging Seines,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Cash pd Labourers for Sceine Hawling,,,,,,,,,May 1774,"Washington, Lund",,,,,,By Cash paid Laborers for Seine Hauling,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,Wm Cesil 30/9 Jesse Crook 24/.,,,,2,14,9,,,May 1774,"Washington, Lund",2,14,9,,,William Cesil 30 shillings 9 pence Jesse Crook 24 shillings,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,Barthomew Allan 24/9 Harry Lord 21/.,,,,2,5,9,,,May 1774,"Washington, Lund",2,5,9,,,Bartho[lo]mew Allan 24 shillings 9 pence Harry Lord 21 shillings,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,Frank Hagan 22/4 John Taylor for a Negroe 31/2,,,,2,13,6,,,May 1774,"Washington, Lund",2,13,6,,,Frank Hagan 22 shillings 4 pence John Taylor for a Negro 31 shillings 2 pence,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Jas Boyd as p. Acct Settled,,,,1,16,,,,May 1774,"Washington, Lund",1,16,,,,By James Boyd as per Account Settled,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,July,,By Do for 7 prs Shoes White Servants,,,,,8,9,,,July 1774,"Washington, Lund",,8,9,,,By James Boyd for 7 pairs Shoes White Servants,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,Augt,,By Do pd for 134 lbs. Feathers @ 2/.,,,,13,8,,,,August 1774,"Washington, Lund",13,8,,,,By James Boyd paid for 134 pounds Feathers at 2 shillings,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Linen Baggs to put them in,,,,,9,6,,,August 1774,"Washington, Lund",,9,6,,,By Linen Bags to put them in,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,Septr,8,By John Hooe at Sundry times for 572 Bushls Shells 18/.,,,,5,3,,,,8 September 1774,"Washington, Lund",5,3,,,,By John Hooe at Sundry times for 572 Bushels Shells 18 shillings,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By John Hagan for 4 Days Work Setg Brick Kiln,,,,,10,,,,8 September 1774,"Washington, Lund",,10,,,,By John Hagan for 4 Days Work Setting Brick Kiln,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,9,By Joshua Kay for Work repairing Briga. Farmer  Acct,,,,1,17,6,,,9 September 1774,"Washington, Lund",1,17,6,,,By Joshua Kay for Work repairing Brigantine Farmer  Account,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,20,By House use bought 3 lbs. Chocolate,,,,,5,,,,20 September 1774,"Washington, Lund",,5,,,,By House use bought 3 pounds Chocolate,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By 2 Brick layers Trowels 2/. & 2/6,,,,,4,6,,,20 September 1774,"Washington, Lund",,4,6,,,By 2 Bricklayers' Trowels 2 shillings  & 2 shillings 6 pence,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By John Luke for 3 Prs Steel Snuffers,,,,,9,,,,20 September 1774,"Washington, Lund",,9,,,,By John Luke for 3 pairs Steel Snuffers,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,26,By John How for 200 Bushls Shells,,,,1,16,,,,26 September 1774,"Washington, Lund",1,16,,,,By John How for 200 Bushels Shells,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,27,By Thos Logan for Bakg Buiscuit in 1771,,,,,6,,,,27 September 1774,"Washington, Lund",,6,,,,By Thomas Logan for Baking Biscuit in 1771,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Richd Bassett for freight of leather from Norfolk,,,,1,,,,,27 September 1774,"Washington, Lund",1,,,,,By Richard Bassett for freight of leather from Norfolk,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,Octr,6,By John How for 182 Bushls of Shells @ 18/.,,,,1,12,9,,,6 October 1774,"Washington, Lund",1,12,9,,,By John How for 182 Bushels of Shells at 18 shillings,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Mrs Washington to pay for 2 Woodn Trays & Potatoes,,,,,8,6,,,6 October 1774,"Washington, Lund",,8,6,,,By Mrs Washington to pay for 2 Wooden Trays & Potatoes,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,26,By Cash for 5 Bushls Oysters,,,,,5,,,,26 October 1774,"Washington, Lund",,5,,,,By Cash for 5 Bushels Oysters,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,Novr,19,By Jas Parsons Work in the Farmer as P. Acct,,,,,18,,,,19 November 1774,"Washington, Lund",0,18,0,,,By James Parsons Work in the Farmer as Per Account,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,Decr,6,By Joseph Waters Davis for 4 Bushls Wheat (Mill),,,,1,,,,,6 December 1774,"Washington, Lund",1,0,0,,,By Joseph Waters Davis for 4 Bushels Wheat (Mill),,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By James Harris for 81/2 Bushls Wheat,,,,2,2,6,,,6 December 1774,"Washington, Lund",2,2,6,,,By James Harris for 8 1/2 Bushels Wheat,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Washer & Blunt Blockmakers as p. Acct for Farmer,,,,,15,6,,,6 December 1774,"Washington, Lund",,15,6,,,By Washer & Blunt Blockmakers as per Account for Farmer,,
"Ledger B, 1772 - 1793: pg.141",Credit,Right,,,,By Cash for 6 prs Working Irons 6/. New Engd Cheese 6/.,,,,,12,,,,6 December 1774,"Washington, Lund",,12,,,,By Cash for 6 pairs Working Irons 6 shillings New England Cheese 6 shillings,,
